ISC 73, Albfdc, Asmp, Bgwkys, Chienn, Dxgxa, Fgmwbz, Fuxtax, Kdkf, Kskwi, Kxxe, Ldlszf, Nepk, Ofnqni, Puycrw, Qiqzn, Quha, Rkfn, Sion, Sved, Vcfpi, Vqahhq, Vugl, Whuhqu, Wjrv, Ynaysn, Yrqqw, Zfxe, Bmxhcu, Lwuzf, Lzihpl, Imkp, Xxabu, Lxjh, Dzct, Badadf, Kcax, Mvki, Zsvsib, Wpruf, Pndyf, Ukyq, Udbgt, Jhhm, Ucjm, Omoxmm, Jpow, Fwrtu, Gfpumc, Pdds, Mxkah, Dwhr, Vpnhw, Snwid, Zjmch, Knrjuc
Ldlszf, 48.8839285714286, 1.78571428571429, 37.9464285714286, 1.33928571428571, 10.2678571428571, 42.6339285714286, 52.6785714285714, 26.0044642857143, 18.3035714285714, 24.21875, 0, 35.0446428571429, 54.2410714285714, 23.9955357142857, 41.40625, 33.2589285714286, 27.9017857142857, 14.2857142857143, 2.00892857142857, 28.90625, 18.75, 22.4330357142857, 19.4196428571429, 64.9553571428571, 42.1875, 39.2857142857143, 18.9732142857143, 21.875, 39.9553571428571, 23.8839285714286, 15.625, 52.6785714285714, 29.6875, 51.7857142857143, 56.25, 53.7946428571429, 26.1160714285714, 20.7589285714286, 28.7946428571429, 5.80357142857143, 31.25, 51.3392857142857, 40.8482142857143, 19.53125, 17.6339285714286, 16.0714285714286, 25, 10.9375, 47.5446428571429, 55.2455357142857, 12.7232142857143, 37.7232142857143, 51.1160714285714, 31.5848214285714, 45.9821428571429
Nepk, 8.25892857142857, 3.79464285714286, 3.90625, 2.23214285714286, 31.6964285714286, 15.625, 17.6339285714286, 37.5, 25.5580357142857, 10.0446428571429, 35.0446428571429, 0, 31.6964285714286, 4.24107142857143, 6.69642857142857, 2.79017857142857, 6.25, 8.70535714285714, 6.69642857142857, 20.3125, 28.7946428571429, 5.69196428571429, 36.3839285714286, 39.9553571428571, 36.1607142857143, 29.0178571428571, 32.8125, 3.34821428571429, 2.90178571428571, 21.875, 6.69642857142857, 11.8303571428571, 22.4330357142857, 20.3125, 10.2678571428571, 28.125, 42.1875, 10.9375, 32.1428571428571, 19.4196428571429, 43.75, 52.4553571428571, 30.5803571428571, 20.0892857142857, 27.4553571428571, 15.625, 6.47321428571428, 8.70535714285714, 22.5446428571429, 49.7767857142857, 26.5625, 19.1964285714286, 13.3928571428571, 33.7053571428571, 6.02678571428571
Ofnqni, 27.9017857142857, 6.69642857142857, 25, 21.6517857142857, 48.2142857142857, 51.1160714285714, 33.2589285714286, 27.9017857142857, 18.3035714285714, 23.1026785714286, 54.2410714285714, 31.6964285714286, 0, 51.4508928571429, 32.1428571428571, 32.5892857142857, 41.9642857142857, 24.5535714285714, 8.48214285714286, 27.2321428571429, 31.25, 45.0892857142857, 60.7142857142857, 45.9821428571429, 37.2767857142857, 15.625, 52.6785714285714, 43.3035714285714, 23.6607142857143, 30.8035714285714, 32.1428571428571, 56.25, 61.8303571428571, 33.9285714285714, 62.2767857142857, 62.5, 66.2946428571428, 14.5089285714286, 40.4017857142857, 29.4642857142857, 54.9107142857143, 43.75, 45.5357142857143, 23.2142857142857, 37.2767857142857, 36.3839285714286, 47.3214285714286, 24.1071428571429, 84.1517857142857, 22.3214285714286, 31.4732142857143, 44.8660714285714, 22.3214285714286, 54.4642857142857, 33.9285714285714
Puycrw, 32.4776785714286, 10.7142857142857, 10.7142857142857, 30.8035714285714, 23.7723214285714, 19.1964285714286, 18.9732142857143, 5.46875, 22.7678571428571, 33.4821428571429, 23.9955357142857, 4.24107142857143, 51.4508928571429, 0, 27.0089285714286, 2.67857142857143, 69.9776785714286, 45.5357142857143, 13.6160714285714, 24.6651785714286, 2.45535714285714, 45.5357142857143, 37.0535714285714, 3.45982142857143, 5.13392857142857, 33.0357142857143, 36.71875, 12.9464285714286, 17.6339285714286, 13.8392857142857, 35.2678571428571, 59.375, 27.2321428571429, 28.7946428571429, 55.8035714285714, 22.5446428571429, 34.375, 32.5892857142857, 33.9285714285714, 26.8973214285714, 17.2991071428571, 14.7321428571429, 37.2767857142857, 23.8839285714286, 2.34375, 23.6607142857143, 33.8169642857143, 40.8482142857143, 15.625, 9.93303571428571, 39.9553571428571, 34.7098214285714, 47.3214285714286, 14.7321428571429, 56.6964285714286
Qiqzn, 35.0446428571429, 28.125, 53.125, 22.7678571428571, 0, 30.5803571428571, 19.6428571428571, 18.75, 27.6785714285714, 51.5625, 41.40625, 6.69642857142857, 32.1428571428571, 27.0089285714286, 0, 41.2946428571429, 43.9732142857143, 39.3973214285714, 13.3928571428571, 14.1741071428571, 5.80357142857143, 38.1696428571429, 22.0982142857143, 37.0535714285714, 24.3303571428571, 23.6607142857143, 40.4017857142857, 30.1339285714286, 48.9955357142857, 29.6875, 59.375, 33.0357142857143, 44.1964285714286, 35.4910714285714, 49.5535714285714, 30.8035714285714, 29.2410714285714, 34.8214285714286, 29.4642857142857, 60.2678571428571, 27.9017857142857, 11.3839285714286, 44.1964285714286, 32.3660714285714, 18.0803571428571, 48.6607142857143, 26.5625, 26.4508928571429, 12.5, 28.3482142857143, 31.0267857142857, 29.4642857142857, 49.5535714285714, 8.92857142857143, 28.2366071428571
Quha, 22.0982142857143, 0, 27.6785714285714, 6.13839285714286, 0, 0.892857142857143, 20.0892857142857, 13.8392857142857, 4.01785714285714, 7.8125, 33.2589285714286, 2.79017857142857, 32.5892857142857, 2.67857142857143, 41.2946428571429, 0, 18.75, 15.625, 0, 9.82142857142857, 12.9464285714286, 0.669642857142857, 3.57142857142857, 12.5, 28.6830357142857, 2.90178571428571, 0, 25.4464285714286, 20.7589285714286, 22.3214285714286, 42.8571428571429, 39.0625, 20.9821428571429, 26.3392857142857, 28.125, 10.4910714285714, 4.6875, 15.625, 10.7142857142857, 21.4285714285714, 0, 3.57142857142857, 3.34821428571429, 3.57142857142857, 12.5, 7.14285714285714, 33.0357142857143, 3.125, 26.7857142857143, 11.6071428571429, 0.446428571428571, 6.69642857142857, 16.9642857142857, 2.67857142857143, 19.6428571428571
Rkfn, 28.5714285714286, 11.3839285714286, 25.2232142857143, 30.9151785714286, 14.0625, 58.2589285714286, 16.7410714285714, 21.7633928571429, 35.3794642857143, 38.8392857142857, 27.9017857142857, 6.25, 41.9642857142857, 69.9776785714286, 43.9732142857143, 18.75, 0, 63.3928571428571, 27.2321428571429, 45.7589285714286, 45.8705357142857, 29.1294642857143, 12.9464285714286, 43.9732142857143, 22.3214285714286, 24.3303571428571, 49.6651785714286, 27.2321428571429, 29.2410714285714, 33.4821428571429, 47.3214285714286, 54.9107142857143, 29.4642857142857, 34.375, 45.5357142857143, 22.5446428571429, 32.3660714285714, 26.3392857142857, 24.4419642857143, 53.125, 12.5, 42.8571428571429, 15.0669642857143, 60.4910714285714, 43.75, 44.4196428571429, 25.8928571428571, 74.6651785714286, 11.3839285714286, 40.1785714285714, 15.625, 20.0892857142857, 28.7946428571429, 32.7008928571429, 82.3660714285714
Sion, 17.4107142857143, 0, 18.5267857142857, 26.7857142857143, 32.1428571428571, 13.5044642857143, 3.34821428571429, 13.0580357142857, 28.90625, 28.5714285714286, 14.2857142857143, 8.70535714285714, 24.5535714285714, 45.5357142857143, 39.3973214285714, 15.625, 63.3928571428571, 0, 0, 59.5982142857143, 18.75, 22.5446428571429, 8.92857142857143, 25, 21.2053571428571, 20.9821428571429, 50.8928571428571, 26.7857142857143, 32.3660714285714, 29.9107142857143, 37.2767857142857, 44.1964285714286, 16.0714285714286, 57.3660714285714, 30.8035714285714, 29.2410714285714, 20.5357142857143, 21.6517857142857, 20.9821428571429, 34.375, 15.625, 30.1339285714286, 32.5892857142857, 25.4464285714286, 30.1339285714286, 10.0446428571429, 9.375, 26.7857142857143, 16.2946428571429, 7.36607142857143, 19.1964285714286, 41.0714285714286, 36.6071428571429, 10.0446428571429, 48.4375
Sved, 12.0535714285714, 21.4285714285714, 0, 12.5, 9.82142857142857, 21.2053571428571, 3.34821428571429, 14.7321428571429, 7.58928571428571, 8.03571428571428, 2.00892857142857, 6.69642857142857, 8.48214285714286, 13.6160714285714, 13.3928571428571, 0, 27.2321428571429, 0, 0, 8.59375, 5.35714285714286, 10.4910714285714, 3.79464285714286, 8.92857142857143, 18.75, 0, 35.2678571428571, 5.35714285714286, 0.892857142857143, 10.7142857142857, 6.69642857142857, 1.78571428571429, 6.91964285714286, 2.67857142857143, 16.0714285714286, 3.125, 7.58928571428571, 29.4642857142857, 27.4553571428571, 6.02678571428571, 7.14285714285714, 0.669642857142857, 7.14285714285714, 24.1071428571429, 7.8125, 21.4285714285714, 11.3839285714286, 35.7142857142857, 4.46428571428571, 17.4107142857143, 2.67857142857143, 1.33928571428571, 1.33928571428571, 13.8392857142857, 6.69642857142857
Vcfpi, 30.3571428571429, 6.13839285714286, 43.3035714285714, 62.9464285714286, 43.75, 38.7276785714286, 6.91964285714286, 51.3392857142857, 24.1071428571429, 2.67857142857143, 28.90625, 20.3125, 27.2321428571429, 24.6651785714286, 14.1741071428571, 9.82142857142857, 45.7589285714286, 59.5982142857143, 8.59375, 0, 54.2410714285714, 40.625, 34.0401785714286, 34.5982142857143, 64.2857142857143, 39.7321428571429, 61.1607142857143, 49.5535714285714, 38.6160714285714, 68.0803571428571, 36.6071428571429, 21.875, 24.4419642857143, 54.2410714285714, 36.8303571428571, 17.1875, 21.2053571428571, 58.4821428571429, 41.40625, 21.2053571428571, 14.7321428571429, 51.6741071428571, 6.02678571428571, 36.6071428571429, 64.3973214285714, 19.6428571428571, 36.0491071428571, 34.1517857142857, 20.5357142857143, 42.4107142857143, 35.4910714285714, 65.8482142857143, 43.0803571428571, 24.7767857142857, 32.3660714285714
Vqahhq, 1.33928571428571, 0.446428571428571, 25.8928571428571, 21.875, 29.4642857142857, 33.9285714285714, 20.0892857142857, 35.2678571428571, 42.8571428571429, 7.58928571428571, 18.75, 28.7946428571429, 31.25, 2.45535714285714, 5.80357142857143, 12.9464285714286, 45.8705357142857, 18.75, 5.35714285714286, 54.2410714285714, 0, 19.8660714285714, 20.0892857142857, 32.5892857142857, 64.7321428571428, 25.1116071428571, 16.8526785714286, 47.9910714285714, 33.9285714285714, 36.1607142857143, 11.6071428571429, 20.2008928571429, 24.5535714285714, 18.1919642857143, 7.58928571428571, 3.34821428571429, 16.0714285714286, 14.7321428571429, 12.7232142857143, 16.6294642857143, 20.0892857142857, 54.2410714285714, 16.9642857142857, 46.9866071428571, 58.9285714285714, 16.0714285714286, 34.375, 26.7857142857143, 17.8571428571429, 28.125, 20.0892857142857, 14.6205357142857, 15.625, 40.1785714285714, 10.4910714285714
Vugl, 35.7142857142857, 25.2232142857143, 21.5401785714286, 39.3973214285714, 12.3883928571429, 56.0267857142857, 25.4464285714286, 31.4732142857143, 45.8705357142857, 28.90625, 22.4330357142857, 5.69196428571429, 45.0892857142857, 45.5357142857143, 38.1696428571429, 0.669642857142857, 29.1294642857143, 22.5446428571429, 10.4910714285714, 40.625, 19.8660714285714, 0, 46.3169642857143, 30.5803571428571, 15.625, 38.1696428571429, 41.2946428571429, 52.9017857142857, 37.0535714285714, 26.2276785714286, 47.7678571428571, 39.0625, 28.5714285714286, 35.4910714285714, 19.0848214285714, 32.8125, 40.625, 61.1607142857143, 19.6428571428571, 46.6517857142857, 43.0803571428571, 12.3883928571429, 49.1071428571429, 52.6785714285714, 37.7232142857143, 68.0803571428571, 50, 57.5892857142857, 40.625, 1.78571428571429, 67.1875, 44.1964285714286, 31.3616071428571, 42.8571428571429, 37.2767857142857
Whuhqu, 18.75, 19.4196428571429, 8.92857142857143, 32.1428571428571, 19.8660714285714, 25.4464285714286, 15.625, 32.8125, 12.9464285714286, 11.4955357142857, 19.4196428571429, 36.3839285714286, 60.7142857142857, 37.0535714285714, 22.0982142857143, 3.57142857142857, 12.9464285714286, 8.92857142857143, 3.79464285714286, 34.0401785714286, 20.0892857142857, 46.3169642857143, 0, 21.6517857142857, 28.125, 41.5178571428571, 23.6607142857143, 23.6607142857143, 7.14285714285714, 35.7142857142857, 22.5446428571429, 15.625, 58.7053571428571, 9.375, 35.0446428571429, 33.4821428571429, 49.1071428571429, 27.9017857142857, 41.7410714285714, 41.9642857142857, 56.4732142857143, 47.5446428571429, 17.4107142857143, 25.4464285714286, 15.4017857142857, 29.0178571428571, 35.2678571428571, 12.9464285714286, 39.2857142857143, 38.8392857142857, 48.6607142857143, 31.25, 13.3928571428571, 29.9107142857143, 10.2678571428571
Wjrv, 25.8928571428571, 0, 18.9732142857143, 21.875, 34.375, 59.8214285714286, 33.9285714285714, 48.4375, 53.125, 30.5803571428571, 64.9553571428571, 39.9553571428571, 45.9821428571429, 3.45982142857143, 37.0535714285714, 12.5, 43.9732142857143, 25, 8.92857142857143, 34.5982142857143, 32.5892857142857, 30.5803571428571, 21.6517857142857, 0, 30.3571428571429, 39.7321428571429, 41.5178571428571, 17.4107142857143, 43.75, 31.25, 28.7946428571429, 32.1428571428571, 50.2232142857143, 18.75, 13.1696428571429, 65.625, 29.6875, 20.0892857142857, 11.8303571428571, 25.4464285714286, 45.3125, 36.1607142857143, 51.7857142857143, 10.7142857142857, 22.0982142857143, 23.4375, 14.0625, 14.2857142857143, 43.5267857142857, 49.5535714285714, 36.8303571428571, 32.3660714285714, 22.7678571428571, 70.9821428571428, 49.1071428571429
Ynaysn, 0.558035714285714, 17.0758928571429, 23.2142857142857, 28.0133928571429, 29.0178571428571, 26.1160714285714, 47.7678571428571, 36.1607142857143, 39.7321428571429, 8.25892857142857, 42.1875, 36.1607142857143, 37.2767857142857, 5.13392857142857, 24.3303571428571, 28.6830357142857, 22.3214285714286, 21.2053571428571, 18.75, 64.2857142857143, 64.7321428571428, 15.625, 28.125, 30.3571428571429, 0, 25.4464285714286, 43.8616071428571, 43.4151785714286, 52.7901785714286, 53.3482142857143, 37.7232142857143, 23.9955357142857, 34.9330357142857, 17.4107142857143, 22.9910714285714, 8.48214285714286, 33.0357142857143, 32.7008928571429, 51.3392857142857, 23.4375, 37.8348214285714, 54.9107142857143, 9.48660714285714, 33.0357142857143, 31.25, 20.3125, 51.5625, 12.7232142857143, 42.6339285714286, 42.6339285714286, 34.5982142857143, 27.4553571428571, 44.8660714285714, 32.3660714285714, 6.47321428571428
Yrqqw, 16.1830357142857, 5.35714285714286, 10.6026785714286, 24.8883928571429, 12.5, 13.3928571428571, 9.70982142857143, 13.6160714285714, 32.5892857142857, 23.6607142857143, 39.2857142857143, 29.0178571428571, 15.625, 33.0357142857143, 23.6607142857143, 2.90178571428571, 24.3303571428571, 20.9821428571429, 0, 39.7321428571429, 25.1116071428571, 38.1696428571429, 41.5178571428571, 39.7321428571429, 25.4464285714286, 0, 18.5267857142857, 27.2321428571429, 39.5089285714286, 17.6339285714286, 22.5446428571429, 18.0803571428571, 33.4821428571429, 36.3839285714286, 15.1785714285714, 13.3928571428571, 21.875, 26.7857142857143, 35.7142857142857, 13.3928571428571, 14.7321428571429, 23.4375, 24.5535714285714, 25.4464285714286, 5.80357142857143, 15.8482142857143, 16.2946428571429, 11.8303571428571, 10.9375, 46.875, 45.9821428571429, 45.5357142857143, 35.4910714285714, 31.25, 21.4285714285714
Zfxe, 16.9642857142857, 36.71875, 32.9241071428571, 34.8214285714286, 47.9910714285714, 43.0803571428571, 9.26339285714286, 41.1830357142857, 40.0669642857143, 35.4910714285714, 18.9732142857143, 32.8125, 52.6785714285714, 36.71875, 40.4017857142857, 0, 49.6651785714286, 50.8928571428571, 35.2678571428571, 61.1607142857143, 16.8526785714286, 41.2946428571429, 23.6607142857143, 41.5178571428571, 43.8616071428571, 18.5267857142857, 0, 30.5803571428571, 25, 18.75, 25, 20.9821428571429, 14.7321428571429, 46.6517857142857, 26.1160714285714, 49.1071428571429, 42.4107142857143, 41.5178571428571, 77.4553571428571, 30.5803571428571, 38.3928571428571, 25.8928571428571, 45.3125, 42.6339285714286, 50.6696428571429, 62.7232142857143, 20.3125, 48.4375, 50.4464285714286, 29.0178571428571, 32.3660714285714, 42.1875, 22.5446428571429, 50.8928571428571, 30.8035714285714
Bmxhcu, 37.7232142857143, 5.35714285714286, 14.3973214285714, 31.9196428571429, 15.625, 33.9285714285714, 11.9419642857143, 19.8660714285714, 42.5223214285714, 25.8928571428571, 21.875, 3.34821428571429, 43.3035714285714, 12.9464285714286, 30.1339285714286, 25.4464285714286, 27.2321428571429, 26.7857142857143, 5.35714285714286, 49.5535714285714, 47.9910714285714, 52.9017857142857, 23.6607142857143, 17.4107142857143, 43.4151785714286, 27.2321428571429, 30.5803571428571, 0, 55.5803571428571, 29.9107142857143, 20.0892857142857, 12.7232142857143, 22.3214285714286, 59.8214285714286, 35.2678571428571, 1.5625, 34.5982142857143, 45.3125, 11.1607142857143, 31.4732142857143, 22.9910714285714, 9.15178571428571, 22.3214285714286, 35.7142857142857, 51.7857142857143, 37.5, 39.2857142857143, 43.9732142857143, 27.0089285714286, 27.6785714285714, 28.125, 26.1160714285714, 23.8839285714286, 44.6428571428571, 3.125
Lwuzf, 25.5580357142857, 0, 34.8214285714286, 11.1607142857143, 21.875, 28.5714285714286, 9.15178571428571, 19.4196428571429, 56.3616071428571, 47.3214285714286, 39.9553571428571, 2.90178571428571, 23.6607142857143, 17.6339285714286, 48.9955357142857, 20.7589285714286, 29.2410714285714, 32.3660714285714, 0.892857142857143, 38.6160714285714, 33.9285714285714, 37.0535714285714, 7.14285714285714, 43.75, 52.7901785714286, 39.5089285714286, 25, 55.5803571428571, 0, 6.47321428571428, 44.8660714285714, 15.8482142857143, 13.6160714285714, 30.3571428571429, 21.4285714285714, 10.0446428571429, 46.2053571428571, 40.625, 8.03571428571428, 14.7321428571429, 9.375, 5.35714285714286, 32.8125, 12.7232142857143, 30.3571428571429, 19.8660714285714, 24.3303571428571, 21.2053571428571, 21.875, 35.7142857142857, 54.9107142857143, 38.3928571428571, 70.9821428571428, 31.6964285714286, 8.70535714285714
