ISC 72, Bgwkys, Bmxhcu, Dwhr, Dxgxa, Dzct, Fgmwbz, Fuxtax, Jhhm, Kxxe, Lxjh, Lzihpl, Nepk, Ofnqni, Omoxmm, Pndyf, Puycrw, Qiqzn, Quha, Snwid, Vqahhq, Whuhqu, Wpruf, Xxabu, Ynaysn, Yrqqw, Zfxe, Zsvsib, Sion, Lwuzf, Sved, Chienn, Vugl, Imkp, Badadf, Kcax, Rkfn, Mvki, Ukyq, Udbgt, Asmp, Ucjm, Jpow, Fwrtu, Albfdc, Gfpumc, Kdkf, Pdds, Mxkah, Vcfpi, Vpnhw, Kskwi, Wjrv, Zjmch, Knrjuc, Ldlszf
Lzihpl, 38.8392857142857, 2.67857142857143, 63.1696428571429, 19.4196428571429, 18.0803571428571, 40.5133928571429, 16.5178571428571, 16.9642857142857, 25.4464285714286, 3.01339285714286, 0, 31.25, 15.4017857142857, 48.9955357142857, 34.8214285714286, 5.69196428571429, 24.1071428571429, 43.75, 43.9732142857143, 30.0223214285714, 44.1964285714286, 23.6607142857143, 12.0535714285714, 12.9464285714286, 27.4553571428571, 55.8035714285714, 15.1785714285714, 39.2857142857143, 73.4375, 31.6964285714286, 52.0089285714286, 30.8035714285714, 30.5803571428571, 13.3928571428571, 25, 20.7589285714286, 34.8214285714286, 33.0357142857143, 24.1071428571429, 40.1785714285714, 62.9464285714286, 43.0803571428571, 1.33928571428571, 38.6160714285714, 36.3839285714286, 17.8571428571429, 39.2857142857143, 34.4866071428571, 16.7410714285714, 26.3392857142857, 7.70089285714286, 29.4642857142857, 50.8928571428571, 34.8214285714286, 47.0982142857143
Nepk, 3.23660714285714, 17.4107142857143, 34.8214285714286, 26.7857142857143, 11.6071428571429, 39.0625, 37.0535714285714, 22.65625, 21.9866071428571, 0, 31.25, 0, 20.5357142857143, 73.8839285714286, 21.6517857142857, 27.9017857142857, 4.01785714285714, 14.7321428571429, 47.9910714285714, 10.2678571428571, 53.3482142857143, 10.7142857142857, 8.03571428571428, 37.2767857142857, 22.7678571428571, 22.9910714285714, 27.2321428571429, 15.625, 15.625, 34.1517857142857, 22.5446428571429, 19.1964285714286, 4.6875, 27.6785714285714, 14.5089285714286, 7.8125, 15.625, 37.5, 24.1071428571429, 41.7410714285714, 47.7678571428571, 28.5714285714286, 22.7678571428571, 45.0892857142857, 32.8125, 40.4017857142857, 42.6339285714286, 11.3839285714286, 50.4464285714286, 40.4017857142857, 48.8839285714286, 32.1428571428571, 33.7053571428571, 2.67857142857143, 60.2678571428571
Ofnqni, 28.5714285714286, 11.8303571428571, 16.2946428571429, 28.5714285714286, 5.91517857142857, 40.1785714285714, 26.3392857142857, 20.9821428571429, 17.7455357142857, 26.3392857142857, 15.4017857142857, 20.5357142857143, 0, 31.0267857142857, 54.6875, 28.125, 30.3571428571429, 23.6607142857143, 8.03571428571428, 16.9642857142857, 4.6875, 12.7232142857143, 3.125, 6.69642857142857, 10.9375, 10.15625, 24.1071428571429, 36.6071428571429, 21.875, 8.92857142857143, 34.375, 52.6785714285714, 18.75, 16.5178571428571, 22.0982142857143, 32.1428571428571, 39.5089285714286, 25.2232142857143, 29.2410714285714, 24.1071428571429, 32.8125, 12.5, 37.9464285714286, 18.3035714285714, 16.5178571428571, 40.1785714285714, 13.6160714285714, 12.5, 14.5089285714286, 21.875, 46.875, 17.6339285714286, 31.25, 32.3660714285714, 9.59821428571428
Omoxmm, 6.58482142857143, 19.4196428571429, 50, 19.1964285714286, 24.1071428571429, 42.6339285714286, 57.2544642857143, 23.1026785714286, 17.8571428571429, 18.4151785714286, 48.9955357142857, 73.8839285714286, 31.0267857142857, 0, 33.59375, 45.5357142857143, 24.1071428571429, 36.6071428571429, 70.9821428571428, 39.0625, 50.6696428571429, 42.1875, 22.5446428571429, 18.6383928571429, 23.3258928571429, 59.7098214285714, 31.5848214285714, 41.9642857142857, 46.9866071428571, 42.6339285714286, 37.5, 59.375, 48.6607142857143, 34.8214285714286, 7.03125, 45.3125, 19.3080357142857, 28.0133928571429, 23.5491071428571, 45.5357142857143, 58.2589285714286, 51.7857142857143, 48.3258928571429, 62.7232142857143, 34.1517857142857, 74.3303571428571, 36.1607142857143, 32.8125, 48.8839285714286, 54.2410714285714, 49.5535714285714, 34.2633928571429, 31.9196428571429, 22.3214285714286, 58.0357142857143
Pndyf, 61.2723214285714, 1.67410714285714, 31.25, 22.3214285714286, 18.3035714285714, 13.6160714285714, 56.4732142857143, 14.9553571428571, 17.8571428571429, 34.1517857142857, 34.8214285714286, 21.6517857142857, 54.6875, 33.59375, 0, 27.6785714285714, 43.3035714285714, 54.4642857142857, 24.1071428571429, 22.5446428571429, 14.7321428571429, 57.8125, 28.5714285714286, 10.9375, 31.3616071428571, 8.70535714285714, 28.6830357142857, 54.1294642857143, 44.8660714285714, 23.8839285714286, 42.4107142857143, 43.0803571428571, 18.0803571428571, 12.7232142857143, 21.6517857142857, 26.1160714285714, 37.3883928571429, 22.7678571428571, 18.75, 25, 31.9196428571429, 13.1696428571429, 20.0892857142857, 6.69642857142857, 25, 17.4107142857143, 39.0625, 31.25, 18.9732142857143, 47.0982142857143, 20.5357142857143, 61.2723214285714, 5.35714285714286, 56.9196428571429, 19.1964285714286
Puycrw, 9.93303571428571, 11.1607142857143, 28.0133928571429, 5.69196428571429, 5.91517857142857, 16.7410714285714, 26.5625, 1.45089285714286, 11.1607142857143, 7.36607142857143, 5.69196428571429, 27.9017857142857, 28.125, 45.5357142857143, 27.6785714285714, 0, 8.03571428571428, 13.6160714285714, 29.4642857142857, 11.4955357142857, 7.14285714285714, 1.89732142857143, 10.0446428571429, 3.34821428571429, 0, 11.0491071428571, 1.45089285714286, 10.2678571428571, 10.4910714285714, 2.00892857142857, 0.78125, 23.2142857142857, 22.0982142857143, 30.5803571428571, 7.36607142857143, 16.1830357142857, 15.1785714285714, 25.6696428571429, 1.22767857142857, 3.34821428571429, 16.9642857142857, 7.47767857142857, 28.5714285714286, 10.3794642857143, 0.78125, 29.0178571428571, 0, 3.57142857142857, 11.3839285714286, 30.8035714285714, 10.0446428571429, 38.6160714285714, 5.02232142857143, 11.0491071428571, 23.9955357142857
Qiqzn, 42.8571428571429, 23.6607142857143, 36.71875, 12.5, 6.47321428571428, 8.03571428571428, 28.2366071428571, 9.93303571428571, 21.875, 46.875, 24.1071428571429, 4.01785714285714, 30.3571428571429, 24.1071428571429, 43.3035714285714, 8.03571428571428, 0, 58.9285714285714, 50.6696428571429, 18.0803571428571, 40.1785714285714, 20.0892857142857, 8.92857142857143, 6.58482142857143, 16.6294642857143, 16.5178571428571, 19.1964285714286, 58.8169642857143, 8.03571428571428, 34.5982142857143, 39.7321428571429, 24.1071428571429, 25.8928571428571, 22.0982142857143, 24.5535714285714, 42.8571428571429, 56.25, 54.9107142857143, 39.0625, 12.3883928571429, 36.6071428571429, 28.125, 14.2857142857143, 21.875, 33.0357142857143, 6.47321428571428, 21.4285714285714, 36.6071428571429, 23.4375, 11.6071428571429, 25, 12.0535714285714, 26.3392857142857, 43.75, 26.3392857142857
Quha, 68.3035714285714, 39.0625, 50, 27.2321428571429, 41.0714285714286, 6.91964285714286, 19.8660714285714, 14.84375, 51.4508928571429, 46.2053571428571, 43.75, 14.7321428571429, 23.6607142857143, 36.6071428571429, 54.4642857142857, 13.6160714285714, 58.9285714285714, 0, 53.2366071428571, 69.3080357142857, 36.8303571428571, 55.5803571428571, 37.9464285714286, 0.669642857142857, 11.6071428571429, 9.15178571428571, 32.1428571428571, 48.8839285714286, 35.9375, 23.2142857142857, 41.5178571428571, 28.3482142857143, 56.0267857142857, 27.6785714285714, 25, 40.625, 31.0267857142857, 27.2321428571429, 43.75, 20.0892857142857, 31.25, 62.9464285714286, 41.0714285714286, 27.0089285714286, 68.5267857142857, 16.0714285714286, 69.1964285714286, 62.9464285714286, 33.9285714285714, 21.2053571428571, 15.625, 50.6696428571429, 26.1160714285714, 26.3392857142857, 39.0625
Snwid, 12.5, 32.7008928571429, 47.3214285714286, 23.2142857142857, 27.4553571428571, 52.2321428571429, 41.6294642857143, 23.9955357142857, 8.03571428571428, 13.3928571428571, 43.9732142857143, 47.9910714285714, 8.03571428571428, 70.9821428571428, 24.1071428571429, 29.4642857142857, 50.6696428571429, 53.2366071428571, 0, 28.90625, 65.625, 29.1294642857143, 21.875, 29.2410714285714, 36.6071428571429, 82.5892857142857, 8.03571428571428, 9.82142857142857, 15.8482142857143, 79.6875, 31.9196428571429, 40.4017857142857, 35.7142857142857, 43.5267857142857, 26.1160714285714, 55.8035714285714, 58.2589285714286, 61.1607142857143, 55.8035714285714, 25, 35.2678571428571, 45.3125, 47.7678571428571, 66.9642857142857, 54.4642857142857, 30.2455357142857, 8.81696428571428, 21.09375, 26.1160714285714, 77.9017857142857, 30.6919642857143, 25.2232142857143, 38.8392857142857, 31.8080357142857, 10.0446428571429
Vqahhq, 27.7901785714286, 14.6205357142857, 35.6026785714286, 21.2053571428571, 32.1428571428571, 8.70535714285714, 35.7142857142857, 16.40625, 40.1785714285714, 13.6160714285714, 30.0223214285714, 10.2678571428571, 16.9642857142857, 39.0625, 22.5446428571429, 11.4955357142857, 18.0803571428571, 69.3080357142857, 28.90625, 0, 6.47321428571428, 39.0625, 15.4017857142857, 5.24553571428571, 2.23214285714286, 15.5133928571429, 4.91071428571429, 35.7142857142857, 34.1517857142857, 11.1607142857143, 33.0357142857143, 29.2410714285714, 52.0089285714286, 13.7276785714286, 26.1160714285714, 29.0178571428571, 15.5133928571429, 5.13392857142857, 25.4464285714286, 14.1741071428571, 6.25, 53.5714285714286, 35.4910714285714, 21.09375, 32.3660714285714, 23.4375, 19.4196428571429, 19.6428571428571, 25.2232142857143, 20.0892857142857, 16.5178571428571, 28.7946428571429, 14.2857142857143, 18.6383928571429, 28.5714285714286
Whuhqu, 13.3928571428571, 25.78125, 30.3571428571429, 7.8125, 5.35714285714286, 13.3928571428571, 22.7678571428571, 23.1026785714286, 12.8348214285714, 10.0446428571429, 44.1964285714286, 53.3482142857143, 4.6875, 50.6696428571429, 14.7321428571429, 7.14285714285714, 40.1785714285714, 36.8303571428571, 65.625, 6.47321428571428, 0, 4.6875, 2.67857142857143, 19.6428571428571, 26.7857142857143, 20.5357142857143, 12.0535714285714, 29.4642857142857, 15.625, 32.5892857142857, 18.9732142857143, 21.6517857142857, 6.69642857142857, 21.4285714285714, 16.7410714285714, 13.3928571428571, 25.4464285714286, 24.7767857142857, 27.0089285714286, 14.2857142857143, 59.8214285714286, 33.4821428571429, 4.6875, 40.1785714285714, 36.3839285714286, 17.8571428571429, 33.4821428571429, 22.3214285714286, 25.2232142857143, 18.9732142857143, 12.5, 7.8125, 17.4107142857143, 10.4910714285714, 35.4910714285714
Wpruf, 56.0267857142857, 11.3839285714286, 46.6517857142857, 9.375, 34.1517857142857, 8.92857142857143, 36.6071428571429, 16.0714285714286, 33.3705357142857, 20.5357142857143, 23.6607142857143, 10.7142857142857, 12.7232142857143, 42.1875, 57.8125, 1.89732142857143, 20.0892857142857, 55.5803571428571, 29.1294642857143, 39.0625, 4.6875, 0, 45.0892857142857, 18.5267857142857, 33.4821428571429, 23.4375, 11.1607142857143, 28.3482142857143, 30.3571428571429, 42.6339285714286, 58.0357142857143, 44.4196428571429, 8.92857142857143, 4.46428571428571, 21.2053571428571, 21.2053571428571, 33.9285714285714, 17.1875, 18.3035714285714, 34.8214285714286, 14.5089285714286, 29.4642857142857, 23.4375, 32.8125, 34.8214285714286, 32.5892857142857, 46.2053571428571, 43.75, 27.2321428571429, 48.6607142857143, 49.1071428571429, 60.9375, 9.375, 45.3125, 26.5625
Xxabu, 27.2321428571429, 4.46428571428571, 36.1607142857143, 6.25, 18.3035714285714, 14.7321428571429, 14.2857142857143, 4.46428571428571, 14.9553571428571, 13.5044642857143, 12.0535714285714, 8.03571428571428, 3.125, 22.5446428571429, 28.5714285714286, 10.0446428571429, 8.92857142857143, 37.9464285714286, 21.875, 15.4017857142857, 2.67857142857143, 45.0892857142857, 0, 14.2857142857143, 15.1785714285714, 18.9732142857143, 6.25, 2.67857142857143, 4.6875, 4.46428571428571, 3.79464285714286, 4.91071428571429, 16.7410714285714, 10.2678571428571, 13.3928571428571, 36.1607142857143, 4.91071428571429, 12.5, 22.7678571428571, 25, 8.03571428571428, 30.3571428571429, 33.4821428571429, 4.91071428571429, 42.4107142857143, 17.6339285714286, 30.8035714285714, 29.4642857142857, 14.7321428571429, 3.79464285714286, 18.3035714285714, 44.1964285714286, 0.446428571428571, 24.5535714285714, 22.5446428571429
Ynaysn, 25.4464285714286, 8.03571428571428, 48.7723214285714, 26.3392857142857, 16.5178571428571, 18.8616071428571, 27.7901785714286, 26.1160714285714, 22.8794642857143, 0.111607142857143, 12.9464285714286, 37.2767857142857, 6.69642857142857, 18.6383928571429, 10.9375, 3.34821428571429, 6.58482142857143, 0.669642857142857, 29.2410714285714, 5.24553571428571, 19.6428571428571, 18.5267857142857, 14.2857142857143, 0, 25.8928571428571, 18.0803571428571, 10.6026785714286, 7.36607142857143, 8.48214285714286, 28.7946428571429, 4.01785714285714, 11.6071428571429, 0.446428571428571, 28.5714285714286, 55.5803571428571, 13.3928571428571, 23.8839285714286, 20.3125, 41.9642857142857, 15.4017857142857, 23.8839285714286, 3.45982142857143, 15.625, 36.1607142857143, 27.0089285714286, 38.5044642857143, 21.4285714285714, 4.01785714285714, 36.6071428571429, 16.0714285714286, 34.375, 26.5625, 7.58928571428571, 32.1428571428571, 20.5357142857143
Yrqqw, 11.1607142857143, 1.11607142857143, 25.5580357142857, 4.46428571428571, 4.35267857142857, 26.3392857142857, 27.2321428571429, 39.5089285714286, 23.4375, 13.8392857142857, 27.4553571428571, 22.7678571428571, 10.9375, 23.3258928571429, 31.3616071428571, 0, 16.6294642857143, 11.6071428571429, 36.6071428571429, 2.23214285714286, 26.7857142857143, 33.4821428571429, 15.1785714285714, 25.8928571428571, 0, 18.9732142857143, 37.7232142857143, 7.58928571428571, 16.2946428571429, 35.7142857142857, 12.5, 0, 13.3928571428571, 23.8839285714286, 25.2232142857143, 0, 22.0982142857143, 18.75, 42.1875, 38.1696428571429, 26.3392857142857, 22.3214285714286, 11.8303571428571, 23.6607142857143, 28.3482142857143, 21.4285714285714, 20.5357142857143, 12.5, 26.7857142857143, 19.1964285714286, 16.9642857142857, 7.8125, 26.3392857142857, 51.3392857142857, 10.2678571428571
Zfxe, 16.1830357142857, 12.1651785714286, 62.8348214285714, 19.4196428571429, 6.91964285714286, 52.6785714285714, 18.3035714285714, 9.48660714285714, 15.1785714285714, 0, 55.8035714285714, 22.9910714285714, 10.15625, 59.7098214285714, 8.70535714285714, 11.0491071428571, 16.5178571428571, 9.15178571428571, 82.5892857142857, 15.5133928571429, 20.5357142857143, 23.4375, 18.9732142857143, 18.0803571428571, 18.9732142857143, 0, 8.70535714285714, 14.5089285714286, 36.8303571428571, 46.4285714285714, 42.8571428571429, 34.9330357142857, 24.7767857142857, 16.5178571428571, 11.1607142857143, 39.0625, 37.8348214285714, 34.375, 24.3303571428571, 33.2589285714286, 25.8928571428571, 19.4196428571429, 35.2678571428571, 47.3214285714286, 13.8392857142857, 36.3839285714286, 6.13839285714286, 18.9732142857143, 7.36607142857143, 39.7321428571429, 44.1964285714286, 8.03571428571428, 46.2053571428571, 33.2589285714286, 13.3928571428571
Zsvsib, 9.375, 4.6875, 12.6116071428571, 23.6607142857143, 10.2678571428571, 22.3214285714286, 14.1741071428571, 33.7053571428571, 23.6607142857143, 22.5446428571429, 15.1785714285714, 27.2321428571429, 24.1071428571429, 31.5848214285714, 28.6830357142857, 1.45089285714286, 19.1964285714286, 32.1428571428571, 8.03571428571428, 4.91071428571429, 12.0535714285714, 11.1607142857143, 6.25, 10.6026785714286, 37.7232142857143, 8.70535714285714, 0, 14.9553571428571, 10.15625, 25.78125, 12.2767857142857, 1.11607142857143, 17.96875, 16.0714285714286, 0.446428571428571, 10.8258928571429, 3.57142857142857, 9.375, 33.2589285714286, 28.5714285714286, 18.3035714285714, 18.3035714285714, 11.8303571428571, 18.5267857142857, 25.4464285714286, 25.4464285714286, 44.1964285714286, 34.5982142857143, 22.5446428571429, 17.5223214285714, 21.09375, 0.446428571428571, 30.8035714285714, 15.1785714285714, 22.5446428571429
Sion, 55.8035714285714, 3.57142857142857, 36.1607142857143, 16.0714285714286, 31.9196428571429, 0, 50.4464285714286, 20.3125, 20.7589285714286, 55.3571428571429, 39.2857142857143, 15.625, 36.6071428571429, 41.9642857142857, 54.1294642857143, 10.2678571428571, 58.8169642857143, 48.8839285714286, 9.82142857142857, 35.7142857142857, 29.4642857142857, 28.3482142857143, 2.67857142857143, 7.36607142857143, 7.58928571428571, 14.5089285714286, 14.9553571428571, 0, 35.2678571428571, 25.8928571428571, 45.0892857142857, 44.1964285714286, 39.7321428571429, 22.7678571428571, 38.8392857142857, 21.875, 28.7946428571429, 24.5535714285714, 10.2678571428571, 21.2053571428571, 40.1785714285714, 25.8928571428571, 0.892857142857143, 16.9642857142857, 8.03571428571428, 27.9017857142857, 23.8839285714286, 42.6339285714286, 26.7857142857143, 11.1607142857143, 31.0267857142857, 23.8839285714286, 23.2142857142857, 37.2767857142857, 32.5892857142857
