ISC 78, Asmp, Bgwkys, Chienn, Gfpumc, Knrjuc, Kskwi, Kxxe, Lxjh, Lzihpl, Mxkah, Ofnqni, Omoxmm, Pdds, Pndyf, Puycrw, Qiqzn, Quha, Rkfn, Sion, Snwid, Ucjm, Udbgt, Ukyq, Vugl, Ynaysn, Yrqqw, Zsvsib, Bmxhcu, Lwuzf, Dxgxa, Nepk, Sved, Imkp, Xxabu, Vqahhq, Dzct, Badadf, Kcax, Mvki, Wpruf, Whuhqu, Zfxe, Jhhm, Jpow, Fwrtu, Albfdc, Kdkf, Fuxtax, Vcfpi, Dwhr, Vpnhw, Wjrv, Zjmch, Fgmwbz, Ldlszf
Ofnqni, 6.25, 9.82142857142857, 14.2857142857143, 21.09375, 11.4955357142857, 16.1830357142857, 27.6785714285714, 9.04017857142857, 0.892857142857143, 15.1785714285714, 0, 31.0267857142857, 13.28125, 11.71875, 3.34821428571429, 16.2946428571429, 10.9375, 11.1607142857143, 3.79464285714286, 10.15625, 30.8035714285714, 22.9910714285714, 0.669642857142857, 11.6071428571429, 1.11607142857143, 37.8348214285714, 33.2589285714286, 19.8660714285714, 4.79910714285714, 21.9866071428571, 0.78125, 35.0446428571429, 17.8571428571429, 28.0133928571429, 19.0848214285714, 3.90625, 14.0625, 24.7767857142857, 9.48660714285714, 6.02678571428571, 4.57589285714286, 24.7767857142857, 8.92857142857143, 5.35714285714286, 9.375, 15.5133928571429, 3.34821428571429, 0.111607142857143, 7.36607142857143, 14.3973214285714, 6.13839285714286, 38.1696428571429, 26.2276785714286, 12.3883928571429, 10.2678571428571
Omoxmm, 56.6964285714286, 43.0803571428571, 68.3035714285714, 17.6339285714286, 61.6071428571429, 6.13839285714286, 58.0357142857143, 20.9821428571429, 27.7901785714286, 18.75, 31.0267857142857, 0, 21.6517857142857, 45.9821428571429, 36.8303571428571, 5.35714285714286, 46.6517857142857, 8.25892857142857, 35.2678571428571, 8.03571428571428, 56.9196428571429, 30.9151785714286, 21.4285714285714, 51.5625, 10.2678571428571, 70.9821428571428, 62.0535714285714, 30.8035714285714, 55.8035714285714, 79.2410714285714, 53.5714285714286, 36.6071428571429, 29.4642857142857, 75, 21.875, 35.7142857142857, 52.2321428571429, 55.3571428571429, 9.375, 34.8214285714286, 34.8214285714286, 41.2946428571429, 41.5178571428571, 46.4285714285714, 36.1607142857143, 42.4107142857143, 40.625, 25, 64.7321428571428, 19.6428571428571, 52.0089285714286, 66.0714285714286, 38.3928571428571, 47.0982142857143, 28.5714285714286
Pdds, 15.625, 6.91964285714286, 8.25892857142857, 8.92857142857143, 59.375, 29.6875, 28.5714285714286, 23.2142857142857, 56.6964285714286, 41.1830357142857, 13.28125, 21.6517857142857, 0, 14.5089285714286, 18.0803571428571, 42.8571428571429, 14.9553571428571, 19.1964285714286, 33.4821428571429, 13.3928571428571, 43.0803571428571, 20.3125, 27.0089285714286, 28.2366071428571, 3.34821428571429, 19.4196428571429, 28.125, 26.1160714285714, 19.1964285714286, 20.5357142857143, 28.3482142857143, 52.6785714285714, 45.0892857142857, 15.1785714285714, 34.1517857142857, 18.75, 39.2857142857143, 11.1607142857143, 15.1785714285714, 8.92857142857143, 28.3482142857143, 39.7321428571429, 8.48214285714286, 8.48214285714286, 48.2142857142857, 18.9732142857143, 27.2321428571429, 12.5, 31.0267857142857, 53.125, 12.2767857142857, 31.9196428571429, 28.125, 37.7232142857143, 21.2053571428571
Pndyf, 20.9821428571429, 27.0089285714286, 13.3928571428571, 51.7857142857143, 41.0714285714286, 17.7455357142857, 32.3660714285714, 27.2321428571429, 18.6383928571429, 39.2857142857143, 11.71875, 45.9821428571429, 14.5089285714286, 0, 12.5, 0.892857142857143, 9.93303571428571, 11.0491071428571, 6.25, 46.09375, 23.8839285714286, 14.2857142857143, 28.125, 24.21875, 15.625, 23.9955357142857, 38.7276785714286, 5.13392857142857, 22.3214285714286, 45.5357142857143, 6.47321428571428, 16.9642857142857, 16.9642857142857, 18.1919642857143, 30.2455357142857, 21.2053571428571, 37.9464285714286, 27.6785714285714, 35.4910714285714, 15.4017857142857, 9.15178571428571, 27.9017857142857, 22.8794642857143, 48.6607142857143, 28.3482142857143, 20.5357142857143, 48.6607142857143, 53.6830357142857, 38.6160714285714, 15.4017857142857, 7.8125, 17.96875, 20.3125, 17.6339285714286, 11.2723214285714
Puycrw, 7.70089285714286, 16.0714285714286, 3.79464285714286, 19.4196428571429, 20.8705357142857, 2.23214285714286, 8.92857142857143, 4.01785714285714, 9.48660714285714, 5.35714285714286, 3.34821428571429, 36.8303571428571, 18.0803571428571, 12.5, 0, 8.03571428571428, 0, 0, 10.8258928571429, 5.35714285714286, 6.58482142857143, 9.375, 21.4285714285714, 14.9553571428571, 4.6875, 0.334821428571429, 10.7142857142857, 2.00892857142857, 19.1964285714286, 2.12053571428571, 6.25, 4.24107142857143, 11.1607142857143, 32.3660714285714, 13.8392857142857, 2.67857142857143, 12.6116071428571, 4.6875, 8.03571428571428, 20.0892857142857, 6.25, 0.892857142857143, 10.3794642857143, 8.92857142857143, 0.78125, 5.35714285714286, 13.6160714285714, 4.91071428571429, 0.892857142857143, 13.8392857142857, 5.35714285714286, 19.4196428571429, 21.4285714285714, 11.3839285714286, 0
Qiqzn, 7.36607142857143, 1.11607142857143, 7.14285714285714, 4.01785714285714, 3.68303571428571, 8.48214285714286, 8.48214285714286, 12.0535714285714, 11.1607142857143, 18.8616071428571, 16.2946428571429, 5.35714285714286, 42.8571428571429, 0.892857142857143, 8.03571428571428, 0, 1.5625, 0, 22.3214285714286, 8.92857142857143, 13.8392857142857, 0.669642857142857, 4.01785714285714, 18.5267857142857, 2.67857142857143, 7.14285714285714, 33.7053571428571, 6.02678571428571, 13.3928571428571, 7.14285714285714, 12.5, 30.3571428571429, 26.1160714285714, 0, 27.9017857142857, 8.70535714285714, 21.4285714285714, 16.0714285714286, 8.92857142857143, 1.11607142857143, 17.8571428571429, 0, 1.5625, 4.46428571428571, 5.35714285714286, 3.79464285714286, 8.03571428571428, 0, 13.1696428571429, 33.4821428571429, 0.892857142857143, 21.4285714285714, 0.446428571428571, 29.4642857142857, 1.5625
Quha, 31.6964285714286, 28.3482142857143, 43.75, 28.5714285714286, 39.2857142857143, 4.35267857142857, 46.6517857142857, 0.446428571428571, 9.375, 7.58928571428571, 10.9375, 46.6517857142857, 14.9553571428571, 9.93303571428571, 0, 1.5625, 0, 16.9642857142857, 0.669642857142857, 29.4642857142857, 39.0625, 7.70089285714286, 4.57589285714286, 48.5491071428571, 34.5982142857143, 25.2232142857143, 6.25, 31.25, 29.7991071428571, 20.9821428571429, 13.3928571428571, 3.90625, 18.0803571428571, 25.3348214285714, 22.0982142857143, 28.125, 15.4017857142857, 36.1607142857143, 23.3258928571429, 14.7321428571429, 15.625, 39.0625, 4.24107142857143, 18.4151785714286, 14.9553571428571, 20.9821428571429, 29.4642857142857, 37.0535714285714, 22.7678571428571, 10.15625, 43.5267857142857, 12.7232142857143, 18.75, 19.8660714285714, 39.5089285714286
Rkfn, 14.9553571428571, 12.2767857142857, 34.1517857142857, 19.3080357142857, 14.2857142857143, 16.40625, 45.3125, 9.26339285714286, 10.7142857142857, 21.875, 11.1607142857143, 8.25892857142857, 19.1964285714286, 11.0491071428571, 0, 0, 16.9642857142857, 0, 3.34821428571429, 29.4642857142857, 29.9107142857143, 8.25892857142857, 7.58928571428571, 9.04017857142857, 16.0714285714286, 34.375, 13.3928571428571, 20.5357142857143, 10.7142857142857, 11.6071428571429, 8.03571428571428, 41.5178571428571, 25.8928571428571, 18.3035714285714, 14.2857142857143, 32.4776785714286, 11.8303571428571, 16.2946428571429, 10.7142857142857, 34.375, 8.81696428571428, 22.8794642857143, 0, 0.446428571428571, 26.3392857142857, 6.69642857142857, 1.33928571428571, 11.1607142857143, 17.4107142857143, 0.669642857142857, 47.7678571428571, 16.0714285714286, 33.1473214285714, 25, 17.4107142857143
Sion, 54.2410714285714, 27.4553571428571, 25, 8.03571428571428, 18.5267857142857, 6.47321428571428, 29.9107142857143, 15.7366071428571, 39.9553571428571, 10.6026785714286, 3.79464285714286, 35.2678571428571, 33.4821428571429, 6.25, 10.8258928571429, 22.3214285714286, 0.669642857142857, 3.34821428571429, 0, 24.5535714285714, 45.7589285714286, 4.24107142857143, 8.03571428571428, 19.9776785714286, 2.67857142857143, 19.1964285714286, 31.6964285714286, 6.02678571428571, 31.25, 20.3125, 47.5446428571429, 46.4285714285714, 45.0892857142857, 12.0535714285714, 21.4285714285714, 15.625, 0.223214285714286, 28.3482142857143, 20.5357142857143, 4.01785714285714, 57.5892857142857, 10.7142857142857, 19.8660714285714, 12.5, 19.4196428571429, 23.4375, 14.7321428571429, 18.75, 29.0178571428571, 31.4732142857143, 6.69642857142857, 22.7678571428571, 9.375, 15.4017857142857, 6.02678571428571
Snwid, 55.8035714285714, 12.0535714285714, 60.7142857142857, 93.9732142857143, 27.0089285714286, 41.6294642857143, 33.9285714285714, 21.4285714285714, 37.5, 23.6607142857143, 10.15625, 8.03571428571428, 13.3928571428571, 46.09375, 5.35714285714286, 8.92857142857143, 29.4642857142857, 29.4642857142857, 24.5535714285714, 0, 32.4776785714286, 4.46428571428571, 25.6696428571429, 34.1517857142857, 63.3928571428571, 30.5803571428571, 39.0625, 29.9107142857143, 17.8571428571429, 21.2053571428571, 33.4821428571429, 25.4464285714286, 19.1964285714286, 30.8035714285714, 27.4553571428571, 29.0178571428571, 34.375, 35.7142857142857, 102.455357142857, 38.6160714285714, 56.6964285714286, 12.7232142857143, 38.6160714285714, 29.9107142857143, 5.13392857142857, 40.4017857142857, 39.0625, 76.7857142857143, 16.2946428571429, 31.9196428571429, 45.9821428571429, 10.4910714285714, 21.875, 15.625, 43.5267857142857
Ucjm, 22.0982142857143, 25.6696428571429, 39.84375, 44.8660714285714, 62.9464285714286, 15.625, 83.9285714285714, 24.4419642857143, 25.5580357142857, 53.125, 30.8035714285714, 56.9196428571429, 43.0803571428571, 23.8839285714286, 6.58482142857143, 13.8392857142857, 39.0625, 29.9107142857143, 45.7589285714286, 32.4776785714286, 0, 35.8258928571429, 35.4910714285714, 17.8571428571429, 23.8839285714286, 44.4196428571429, 18.3035714285714, 29.2410714285714, 42.6339285714286, 39.3973214285714, 45.9821428571429, 66.9642857142857, 68.1919642857143, 48.9955357142857, 56.4732142857143, 50.5580357142857, 24.7767857142857, 41.7410714285714, 23.4375, 25, 50.6696428571429, 27.5669642857143, 21.6517857142857, 56.6964285714286, 36.1607142857143, 57.7008928571429, 40.2901785714286, 15.8482142857143, 45.3125, 39.7321428571429, 21.2053571428571, 33.2589285714286, 16.7410714285714, 65.1785714285714, 33.0357142857143
Udbgt, 13.3928571428571, 21.2053571428571, 19.6428571428571, 15.7366071428571, 40.2901785714286, 23.2142857142857, 25.6696428571429, 2.56696428571429, 28.4598214285714, 22.0982142857143, 22.9910714285714, 30.9151785714286, 20.3125, 14.2857142857143, 9.375, 0.669642857142857, 7.70089285714286, 8.25892857142857, 4.24107142857143, 4.46428571428571, 35.8258928571429, 0, 12.9464285714286, 33.2589285714286, 0.558035714285714, 16.40625, 6.36160714285714, 39.2857142857143, 36.0491071428571, 32.03125, 33.9285714285714, 20.9821428571429, 9.15178571428571, 28.5714285714286, 6.91964285714286, 10.2678571428571, 5.58035714285714, 31.6964285714286, 0.558035714285714, 27.1205357142857, 0.446428571428571, 29.6875, 40.1785714285714, 12.1651785714286, 25.8928571428571, 7.36607142857143, 5.24553571428571, 5.35714285714286, 3.79464285714286, 38.8392857142857, 1.33928571428571, 20.3125, 23.9955357142857, 23.2142857142857, 4.91071428571429
Ukyq, 37.2767857142857, 19.6428571428571, 7.8125, 48.6607142857143, 77.6785714285714, 20.0892857142857, 6.13839285714286, 33.7053571428571, 17.8571428571429, 39.0625, 0.669642857142857, 21.4285714285714, 27.0089285714286, 28.125, 21.4285714285714, 4.01785714285714, 4.57589285714286, 7.58928571428571, 8.03571428571428, 25.6696428571429, 35.4910714285714, 12.9464285714286, 0, 2.90178571428571, 2.67857142857143, 14.9553571428571, 1.78571428571429, 12.0535714285714, 29.9107142857143, 4.24107142857143, 8.03571428571428, 14.5089285714286, 13.6160714285714, 39.9553571428571, 22.0982142857143, 32.8125, 32.1428571428571, 28.5714285714286, 23.6607142857143, 46.6517857142857, 12.5, 27.6785714285714, 23.6607142857143, 67.6339285714286, 29.4642857142857, 29.0178571428571, 40.1785714285714, 34.8214285714286, 28.125, 22.7678571428571, 12.5, 34.5982142857143, 27.6785714285714, 15.1785714285714, 32.1428571428571
Vugl, 49.7767857142857, 56.6964285714286, 52.0089285714286, 22.0982142857143, 30.2455357142857, 17.96875, 36.1607142857143, 10.9375, 16.2946428571429, 18.9732142857143, 11.6071428571429, 51.5625, 28.2366071428571, 24.21875, 14.9553571428571, 18.5267857142857, 48.5491071428571, 9.04017857142857, 19.9776785714286, 34.1517857142857, 17.8571428571429, 33.2589285714286, 2.90178571428571, 0, 14.5089285714286, 25.4464285714286, 22.3214285714286, 27.0089285714286, 56.9196428571429, 30.3571428571429, 24.6651785714286, 14.5089285714286, 15.625, 18.75, 32.8125, 26.3392857142857, 27.0089285714286, 41.7410714285714, 19.1964285714286, 30.1339285714286, 27.4553571428571, 40.8482142857143, 54.4642857142857, 4.24107142857143, 13.8392857142857, 22.8794642857143, 23.6607142857143, 31.9196428571429, 18.5267857142857, 33.9285714285714, 30.1339285714286, 16.7410714285714, 30.1339285714286, 36.6071428571429, 19.7544642857143
Ynaysn, 15.1785714285714, 8.48214285714286, 40.2901785714286, 34.375, 6.69642857142857, 1.33928571428571, 16.9642857142857, 5.58035714285714, 2.23214285714286, 5.69196428571429, 1.11607142857143, 10.2678571428571, 3.34821428571429, 15.625, 4.6875, 2.67857142857143, 34.5982142857143, 16.0714285714286, 2.67857142857143, 63.3928571428571, 23.8839285714286, 0.558035714285714, 2.67857142857143, 14.5089285714286, 0, 9.04017857142857, 11.1607142857143, 0.223214285714286, 6.69642857142857, 10.7142857142857, 13.3928571428571, 6.69642857142857, 13.8392857142857, 8.92857142857143, 19.1964285714286, 13.3928571428571, 20.5357142857143, 27.2321428571429, 50, 18.75, 35.7142857142857, 1.5625, 7.58928571428571, 14.2857142857143, 0, 26.7857142857143, 26.3392857142857, 27.4553571428571, 9.82142857142857, 15.8482142857143, 18.75, 1.11607142857143, 7.8125, 15.625, 41.5178571428571
Yrqqw, 32.3660714285714, 20.8705357142857, 66.0714285714286, 15.8482142857143, 38.1696428571429, 17.96875, 31.3616071428571, 48.2142857142857, 13.8392857142857, 19.53125, 37.8348214285714, 70.9821428571428, 19.4196428571429, 23.9955357142857, 0.334821428571429, 7.14285714285714, 25.2232142857143, 34.375, 19.1964285714286, 30.5803571428571, 44.4196428571429, 16.40625, 14.9553571428571, 25.4464285714286, 9.04017857142857, 0, 36.3839285714286, 30.6919642857143, 16.9642857142857, 44.6428571428571, 40.8482142857143, 55.9151785714286, 42.8571428571429, 37.0535714285714, 12.0535714285714, 36.1607142857143, 29.9107142857143, 32.1428571428571, 20.5357142857143, 47.3214285714286, 47.9910714285714, 35.4910714285714, 43.3035714285714, 17.1875, 15.4017857142857, 26.1160714285714, 9.70982142857143, 12.9464285714286, 25.8928571428571, 16.7410714285714, 72.5446428571428, 32.9241071428571, 43.5267857142857, 31.6964285714286, 27.6785714285714
Zsvsib, 42.1875, 10.7142857142857, 41.9642857142857, 26.5625, 17.96875, 30.8035714285714, 48.2142857142857, 19.6428571428571, 27.4553571428571, 24.5535714285714, 33.2589285714286, 62.0535714285714, 28.125, 38.7276785714286, 10.7142857142857, 33.7053571428571, 6.25, 13.3928571428571, 31.6964285714286, 39.0625, 18.3035714285714, 6.36160714285714, 1.78571428571429, 22.3214285714286, 11.1607142857143, 36.3839285714286, 0, 36.8303571428571, 31.0267857142857, 62.0535714285714, 39.7321428571429, 38.3928571428571, 16.5178571428571, 20.7589285714286, 19.4196428571429, 11.3839285714286, 47.7678571428571, 49.1071428571429, 31.9196428571429, 10.9375, 27.6785714285714, 28.125, 17.8571428571429, 27.4553571428571, 41.5178571428571, 11.8303571428571, 18.9732142857143, 14.5089285714286, 52.4553571428571, 24.1071428571429, 24.5535714285714, 52.0089285714286, 33.2589285714286, 29.4642857142857, 17.6339285714286
Bmxhcu, 58.9285714285714, 33.2589285714286, 26.3392857142857, 37.9464285714286, 45.2008928571429, 54.2410714285714, 48.9955357142857, 11.1607142857143, 53.5714285714286, 20.4241071428571, 19.8660714285714, 30.8035714285714, 26.1160714285714, 5.13392857142857, 2.00892857142857, 6.02678571428571, 31.25, 20.5357142857143, 6.02678571428571, 29.9107142857143, 29.2410714285714, 39.2857142857143, 12.0535714285714, 27.0089285714286, 0.223214285714286, 30.6919642857143, 36.8303571428571, 0, 33.0357142857143, 41.0714285714286, 58.0357142857143, 4.6875, 14.7321428571429, 27.2321428571429, 18.0803571428571, 23.8839285714286, 33.2589285714286, 6.25, 19.6428571428571, 24.5535714285714, 6.25, 36.1607142857143, 33.2589285714286, 10.0446428571429, 53.5714285714286, 8.70535714285714, 2.45535714285714, 9.82142857142857, 24.7767857142857, 39.7321428571429, 43.5267857142857, 24.7767857142857, 47.7678571428571, 9.59821428571428, 33.0357142857143
