ISC 75, Bgwkys, Bmxhcu, Chienn, Dzct, Fuxtax, Fwrtu, Jpow, Kdkf, Ldlszf, Lwuzf, Lxjh, Lzihpl, Mvki, Mxkah, Nepk, Ofnqni, Pndyf, Sion, Ucjm, Udbgt, Vpnhw, Vqahhq, Vugl, Wjrv, Yrqqw, Zfxe, Zsvsib, Dxgxa, Sved, Imkp, Xxabu, Quha, Badadf, Kcax, Rkfn, Kxxe, Puycrw, Wpruf, Whuhqu, Ukyq, Jhhm, Asmp, Omoxmm, Ynaysn, Albfdc, Gfpumc, Pdds, Vcfpi, Dwhr, Qiqzn, Snwid, Kskwi, Zjmch, Fgmwbz, Knrjuc
Lxjh, 41.0714285714286, 55.1339285714286, 35.6026785714286, 24.4419642857143, 17.6339285714286, 15.8482142857143, 38.6160714285714, 79.9107142857143, 17.1875, 29.1294642857143, 0, 35.4910714285714, 14.7321428571429, 54.0178571428571, 41.0714285714286, 33.2589285714286, 35.15625, 24.3303571428571, 32.9241071428571, 36.71875, 10.7142857142857, 33.2589285714286, 15.7366071428571, 38.9508928571429, 33.2589285714286, 25, 38.0580357142857, 53.2366071428571, 32.03125, 35.2678571428571, 46.4285714285714, 26.5625, 33.4821428571429, 18.3035714285714, 30.0223214285714, 33.7053571428571, 24.7767857142857, 32.03125, 33.4821428571429, 24.5535714285714, 28.5714285714286, 50, 40.1785714285714, 24.5535714285714, 23.4375, 64.0625, 45.6473214285714, 13.3928571428571, 26.8973214285714, 43.6383928571429, 31.25, 23.4375, 12.5, 43.9732142857143, 56.25
Lzihpl, 55.3571428571429, 56.25, 3.79464285714286, 25.4464285714286, 33.9285714285714, 36.71875, 32.8125, 27.2321428571429, 34.8214285714286, 28.3482142857143, 35.4910714285714, 0, 23.2142857142857, 20.7589285714286, 19.6428571428571, 10.2678571428571, 27.9017857142857, 29.4642857142857, 4.01785714285714, 25, 11.6071428571429, 12.5, 1.33928571428571, 40.625, 11.3839285714286, 17.8571428571429, 13.1696428571429, 36.6071428571429, 34.375, 8.25892857142857, 27.6785714285714, 16.9642857142857, 11.1607142857143, 41.9642857142857, 52.6785714285714, 48.2142857142857, 31.25, 18.5267857142857, 14.2857142857143, 33.2589285714286, 43.5267857142857, 14.2857142857143, 47.3214285714286, 24.5535714285714, 34.375, 18.75, 14.2857142857143, 17.8571428571429, 26.7857142857143, 35.4910714285714, 10.2678571428571, 27.6785714285714, 11.6071428571429, 24.1071428571429, 16.9642857142857
Mvki, 10.9375, 10.15625, 6.69642857142857, 11.1607142857143, 20.4241071428571, 23.6607142857143, 34.1517857142857, 12.2767857142857, 33.4821428571429, 34.7098214285714, 14.7321428571429, 23.2142857142857, 0, 0.223214285714286, 24.1071428571429, 23.9955357142857, 5.35714285714286, 15.1785714285714, 0.892857142857143, 24.6651785714286, 1.67410714285714, 19.8660714285714, 37.7232142857143, 24.7767857142857, 6.47321428571428, 10.2678571428571, 10.2678571428571, 5.13392857142857, 8.48214285714286, 0.892857142857143, 0, 0, 27.2321428571429, 26.7857142857143, 8.48214285714286, 7.14285714285714, 10.9375, 43.9732142857143, 23.6607142857143, 15.1785714285714, 15.1785714285714, 30.5803571428571, 24.1071428571429, 12.0535714285714, 26.3392857142857, 10.7142857142857, 15.1785714285714, 0, 10.9375, 13.3928571428571, 16.9642857142857, 38.8392857142857, 4.6875, 10.8258928571429, 7.14285714285714
Mxkah, 19.6428571428571, 29.0178571428571, 15.625, 10.7142857142857, 5.69196428571429, 5.46875, 9.375, 17.2991071428571, 3.57142857142857, 11.4955357142857, 54.0178571428571, 20.7589285714286, 0.223214285714286, 0, 1.78571428571429, 10.7142857142857, 25.2232142857143, 26.3392857142857, 27.4553571428571, 8.03571428571428, 7.8125, 44.6428571428571, 0, 17.1875, 4.79910714285714, 22.2098214285714, 6.58482142857143, 17.4107142857143, 0.111607142857143, 20.5357142857143, 41.40625, 40.1785714285714, 5.35714285714286, 29.7991071428571, 11.8303571428571, 13.5044642857143, 11.1607142857143, 1.89732142857143, 4.46428571428571, 6.36160714285714, 2.67857142857143, 24.6651785714286, 31.6964285714286, 2.00892857142857, 19.0848214285714, 0.111607142857143, 0.669642857142857, 8.37053571428571, 13.6160714285714, 17.4107142857143, 8.92857142857143, 22.3214285714286, 15.1785714285714, 0.892857142857143, 8.48214285714286
Nepk, 21.875, 21.2053571428571, 20.9821428571429, 27.6785714285714, 45.9821428571429, 26.3392857142857, 13.3928571428571, 22.7678571428571, 17.7455357142857, 45.3125, 41.0714285714286, 19.6428571428571, 24.1071428571429, 1.78571428571429, 0, 8.92857142857143, 7.14285714285714, 10.7142857142857, 14.7321428571429, 30.8035714285714, 0, 4.01785714285714, 27.6785714285714, 27.0089285714286, 6.25, 0, 0, 26.7857142857143, 29.6875, 16.0714285714286, 13.1696428571429, 2.23214285714286, 27.6785714285714, 1.33928571428571, 26.5625, 27.0089285714286, 18.75, 42.8571428571429, 36.6071428571429, 14.2857142857143, 15.8482142857143, 16.7410714285714, 25, 28.7946428571429, 24.1071428571429, 18.3035714285714, 39.2857142857143, 4.01785714285714, 23.2142857142857, 41.7410714285714, 40.625, 22.7678571428571, 4.91071428571429, 8.03571428571428, 24.5535714285714
Ofnqni, 10.7142857142857, 9.15178571428571, 12.7232142857143, 20.9821428571429, 20.3125, 34.8214285714286, 67.4107142857143, 16.5178571428571, 8.92857142857143, 26.4508928571429, 33.2589285714286, 10.2678571428571, 23.9955357142857, 10.7142857142857, 8.92857142857143, 0, 8.03571428571428, 9.375, 16.7410714285714, 15.1785714285714, 15.625, 9.15178571428571, 32.1428571428571, 54.4642857142857, 27.6785714285714, 22.3214285714286, 53.5714285714286, 2.67857142857143, 31.0267857142857, 3.125, 24.5535714285714, 15.4017857142857, 41.0714285714286, 8.92857142857143, 9.375, 12.7232142857143, 36.1607142857143, 15.625, 41.5178571428571, 58.4821428571429, 6.47321428571428, 16.5178571428571, 14.9553571428571, 16.0714285714286, 7.14285714285714, 47.7678571428571, 15.625, 20.5357142857143, 30.3571428571429, 31.6964285714286, 41.0714285714286, 48.2142857142857, 25, 65.4017857142857, 31.6964285714286
Pndyf, 31.8080357142857, 46.4285714285714, 22.0982142857143, 1.78571428571429, 29.7991071428571, 21.09375, 13.6160714285714, 33.4821428571429, 19.1964285714286, 28.125, 35.15625, 27.9017857142857, 5.35714285714286, 25.2232142857143, 7.14285714285714, 8.03571428571428, 0, 48.8839285714286, 10.2678571428571, 9.375, 40.8482142857143, 22.7678571428571, 12.7232142857143, 6.80803571428571, 20.2008928571429, 36.1607142857143, 32.8125, 37.1651785714286, 35.0446428571429, 28.7946428571429, 8.70535714285714, 42.1875, 10.15625, 34.8214285714286, 40.1785714285714, 6.69642857142857, 3.34821428571429, 16.0714285714286, 1.78571428571429, 13.3928571428571, 34.8214285714286, 45.9821428571429, 57.9241071428571, 45.9821428571429, 40.2901785714286, 17.0758928571429, 20.8705357142857, 31.25, 5.69196428571429, 7.47767857142857, 14.6205357142857, 8.70535714285714, 16.1830357142857, 32.1428571428571, 2.67857142857143
Sion, 24.5535714285714, 29.2410714285714, 32.4776785714286, 6.25, 31.5848214285714, 34.0401785714286, 62.1651785714286, 42.1875, 21.875, 25.2232142857143, 24.3303571428571, 29.4642857142857, 15.1785714285714, 26.3392857142857, 10.7142857142857, 9.375, 48.8839285714286, 0, 43.3035714285714, 15.4017857142857, 21.2053571428571, 41.6294642857143, 8.70535714285714, 26.5625, 11.4955357142857, 12.5, 30.5803571428571, 26.5625, 33.4821428571429, 28.5714285714286, 32.8125, 53.7946428571429, 18.3035714285714, 45.8705357142857, 23.8839285714286, 28.7946428571429, 16.0714285714286, 19.6428571428571, 24.5535714285714, 15.625, 50.4464285714286, 30.1339285714286, 23.8839285714286, 28.5714285714286, 26.7857142857143, 16.0714285714286, 11.2723214285714, 42.2991071428571, 8.48214285714286, 28.125, 45.3125, 13.7276785714286, 53.125, 18.0803571428571, 35.2678571428571
Ucjm, 33.9285714285714, 14.5089285714286, 37.2767857142857, 7.14285714285714, 23.8839285714286, 22.7678571428571, 48.6607142857143, 60.9375, 0.669642857142857, 58.2589285714286, 32.9241071428571, 4.01785714285714, 0.892857142857143, 27.4553571428571, 14.7321428571429, 16.7410714285714, 10.2678571428571, 43.3035714285714, 0, 26.7857142857143, 27.5669642857143, 52.6785714285714, 23.2142857142857, 19.8660714285714, 30.8035714285714, 10.7142857142857, 11.9419642857143, 35.2678571428571, 15.1785714285714, 83.9285714285714, 57.5892857142857, 33.9285714285714, 50.4464285714286, 24.5535714285714, 21.6517857142857, 29.0178571428571, 51.5625, 41.9642857142857, 35.2678571428571, 30.8035714285714, 25, 34.375, 1.5625, 38.3928571428571, 16.9642857142857, 27.6785714285714, 26.7857142857143, 31.4732142857143, 47.0982142857143, 29.2410714285714, 43.5267857142857, 4.46428571428571, 51.7857142857143, 26.7857142857143, 36.6071428571429
Udbgt, 14.2857142857143, 22.0982142857143, 24.3303571428571, 7.8125, 48.6607142857143, 21.875, 40.9598214285714, 30.5803571428571, 38.8392857142857, 65.9598214285714, 36.71875, 25, 24.6651785714286, 8.03571428571428, 30.8035714285714, 15.1785714285714, 9.375, 15.4017857142857, 26.7857142857143, 0, 12.5, 9.26339285714286, 32.8125, 39.1741071428571, 10.7142857142857, 38.3928571428571, 36.1607142857143, 10.2678571428571, 25.8928571428571, 43.9732142857143, 30.5803571428571, 11.6071428571429, 57.8125, 36.8303571428571, 35.7142857142857, 59.1517857142857, 31.6964285714286, 48.4375, 36.1607142857143, 27.6785714285714, 27.9017857142857, 57.8125, 26.3392857142857, 13.3928571428571, 51.3392857142857, 30.1339285714286, 39.5089285714286, 36.6071428571429, 32.1428571428571, 33.0357142857143, 5.80357142857143, 20.3125, 18.9732142857143, 20.3125, 37.9464285714286
Vpnhw, 19.8660714285714, 33.0357142857143, 1.67410714285714, 2.67857142857143, 28.7946428571429, 16.2946428571429, 19.1964285714286, 20.0892857142857, 35.2678571428571, 38.3928571428571, 10.7142857142857, 11.6071428571429, 1.67410714285714, 7.8125, 0, 15.625, 40.8482142857143, 21.2053571428571, 27.5669642857143, 12.5, 0, 9.26339285714286, 13.3928571428571, 19.9776785714286, 5.46875, 16.8526785714286, 15.8482142857143, 22.3214285714286, 25.4464285714286, 32.9241071428571, 12.0535714285714, 40.625, 9.375, 38.6160714285714, 12.2767857142857, 10.2678571428571, 18.6383928571429, 25.2232142857143, 5.13392857142857, 26.7857142857143, 30.1339285714286, 15.4017857142857, 4.6875, 29.0178571428571, 34.375, 9.375, 28.3482142857143, 44.3080357142857, 20.9821428571429, 5.35714285714286, 12.9464285714286, 8.03571428571428, 33.9285714285714, 38.1696428571429, 6.69642857142857
Vqahhq, 25.2232142857143, 21.7633928571429, 30.0223214285714, 10.2678571428571, 7.14285714285714, 26.3392857142857, 28.125, 40.1785714285714, 11.2723214285714, 32.3660714285714, 33.2589285714286, 12.5, 19.8660714285714, 44.6428571428571, 4.01785714285714, 9.15178571428571, 22.7678571428571, 41.6294642857143, 52.6785714285714, 9.26339285714286, 9.26339285714286, 0, 10.9375, 26.8973214285714, 12.1651785714286, 4.91071428571429, 16.8526785714286, 20.3125, 10.7142857142857, 37.9464285714286, 35.8258928571429, 60.2678571428571, 15.9598214285714, 49.21875, 15.1785714285714, 8.81696428571428, 38.0580357142857, 17.1875, 11.1607142857143, 13.3928571428571, 13.1696428571429, 25.8928571428571, 9.82142857142857, 32.1428571428571, 14.5089285714286, 6.69642857142857, 27.9017857142857, 11.8303571428571, 7.58928571428571, 16.0714285714286, 15.1785714285714, 18.0803571428571, 22.0982142857143, 2.23214285714286, 10.0446428571429
Vugl, 8.81696428571428, 14.0625, 50, 13.8392857142857, 28.4598214285714, 11.8303571428571, 12.7232142857143, 18.3035714285714, 17.8571428571429, 59.5982142857143, 15.7366071428571, 1.33928571428571, 37.7232142857143, 0, 27.6785714285714, 32.1428571428571, 12.7232142857143, 8.70535714285714, 23.2142857142857, 32.8125, 13.3928571428571, 10.9375, 0, 0.892857142857143, 8.25892857142857, 23.2142857142857, 29.0178571428571, 26.7857142857143, 20.9821428571429, 45.0892857142857, 3.125, 2.23214285714286, 39.0625, 17.8571428571429, 2.23214285714286, 5.80357142857143, 10.0446428571429, 31.0267857142857, 7.8125, 24.5535714285714, 28.5714285714286, 25.8928571428571, 43.0803571428571, 5.35714285714286, 14.2857142857143, 8.48214285714286, 1.5625, 32.1428571428571, 43.5267857142857, 6.25, 35.9375, 46.4285714285714, 22.9910714285714, 28.7946428571429, 12.2767857142857
Wjrv, 65.2901785714286, 36.3839285714286, 14.5089285714286, 20.7589285714286, 35.2678571428571, 32.1428571428571, 76.1160714285714, 25.5580357142857, 36.2723214285714, 23.7723214285714, 38.9508928571429, 40.625, 24.7767857142857, 17.1875, 27.0089285714286, 54.4642857142857, 6.80803571428571, 26.5625, 19.8660714285714, 39.1741071428571, 19.9776785714286, 26.8973214285714, 0.892857142857143, 0, 25.6696428571429, 41.9642857142857, 15.7366071428571, 16.5178571428571, 43.0803571428571, 12.7232142857143, 30.3571428571429, 47.7678571428571, 9.70982142857143, 44.8660714285714, 26.1160714285714, 58.4821428571429, 51.5625, 48.6607142857143, 68.75, 30.5803571428571, 10.0446428571429, 4.79910714285714, 1.11607142857143, 13.3928571428571, 33.3705357142857, 40.7366071428571, 46.6517857142857, 45.0892857142857, 43.3035714285714, 69.1964285714286, 33.8169642857143, 68.8616071428571, 46.2053571428571, 27.0089285714286, 16.9642857142857
Yrqqw, 23.7723214285714, 20.7589285714286, 16.7410714285714, 3.34821428571429, 19.8660714285714, 4.12946428571429, 24.7767857142857, 34.375, 8.03571428571428, 37.0535714285714, 33.2589285714286, 11.3839285714286, 6.47321428571428, 4.79910714285714, 6.25, 27.6785714285714, 20.2008928571429, 11.4955357142857, 30.8035714285714, 10.7142857142857, 5.46875, 12.1651785714286, 8.25892857142857, 25.6696428571429, 0, 4.79910714285714, 21.2053571428571, 27.6785714285714, 26.1160714285714, 13.8392857142857, 38.3928571428571, 6.69642857142857, 30.8035714285714, 13.6160714285714, 21.4285714285714, 20.7589285714286, 30.3571428571429, 9.93303571428571, 13.3928571428571, 42.6339285714286, 19.4196428571429, 11.8303571428571, 15.625, 37.2767857142857, 16.7410714285714, 56.4732142857143, 20.6473214285714, 9.375, 32.3660714285714, 35.0446428571429, 28.3482142857143, 12.0535714285714, 9.375, 47.7678571428571, 16.7410714285714
Zfxe, 30.6919642857143, 33.4821428571429, 29.4642857142857, 0, 27.6785714285714, 13.28125, 27.2321428571429, 17.0758928571429, 1.78571428571429, 23.4375, 25, 17.8571428571429, 10.2678571428571, 22.2098214285714, 0, 22.3214285714286, 36.1607142857143, 12.5, 10.7142857142857, 38.3928571428571, 16.8526785714286, 4.91071428571429, 23.2142857142857, 41.9642857142857, 4.79910714285714, 0, 29.6875, 12.2767857142857, 2.23214285714286, 25.2232142857143, 1.78571428571429, 13.28125, 5.35714285714286, 10.3794642857143, 16.40625, 12.2767857142857, 12.5, 26.3392857142857, 31.3616071428571, 2.67857142857143, 17.4107142857143, 28.2366071428571, 43.8616071428571, 5.58035714285714, 35.4910714285714, 25, 22.0982142857143, 36.6071428571429, 27.6785714285714, 0, 4.91071428571429, 38.8392857142857, 30.8035714285714, 10.7142857142857, 8.92857142857143
Zsvsib, 14.7321428571429, 16.9642857142857, 23.2142857142857, 12.0535714285714, 27.4553571428571, 24.1071428571429, 41.7410714285714, 23.7723214285714, 1.78571428571429, 45.7589285714286, 38.0580357142857, 13.1696428571429, 10.2678571428571, 6.58482142857143, 0, 53.5714285714286, 32.8125, 30.5803571428571, 11.9419642857143, 36.1607142857143, 15.8482142857143, 16.8526785714286, 29.0178571428571, 15.7366071428571, 21.2053571428571, 29.6875, 0, 14.5089285714286, 14.7321428571429, 18.75, 21.2053571428571, 16.9642857142857, 43.75, 13.8392857142857, 37.2767857142857, 21.875, 12.2767857142857, 20.7589285714286, 15.625, 51.5625, 29.4642857142857, 29.6875, 29.0178571428571, 16.5178571428571, 8.92857142857143, 50.6696428571429, 33.0357142857143, 19.8660714285714, 20.7589285714286, 26.1160714285714, 6.47321428571428, 8.03571428571428, 33.0357142857143, 50.4464285714286, 58.2589285714286
Dxgxa, 45.3125, 65.625, 38.8392857142857, 15.1785714285714, 22.65625, 43.5267857142857, 12.1651785714286, 51.7857142857143, 0.892857142857143, 45.7589285714286, 53.2366071428571, 36.6071428571429, 5.13392857142857, 17.4107142857143, 26.7857142857143, 2.67857142857143, 37.1651785714286, 26.5625, 35.2678571428571, 10.2678571428571, 22.3214285714286, 20.3125, 26.7857142857143, 16.5178571428571, 27.6785714285714, 12.2767857142857, 14.5089285714286, 0, 51.7857142857143, 45.9821428571429, 25, 17.1875, 26.3392857142857, 27.2321428571429, 21.875, 38.8392857142857, 14.9553571428571, 19.4196428571429, 24.3303571428571, 25.6696428571429, 14.7321428571429, 26.3392857142857, 29.9107142857143, 44.6428571428571, 24.5535714285714, 21.875, 13.1696428571429, 25, 38.3928571428571, 37.0535714285714, 47.7678571428571, 21.6517857142857, 35.2678571428571, 27.0089285714286, 36.1607142857143
